pergunta;resposta
O que é força?;Uma interação que, quando não contrariada, altera o estado de movimento de um objeto.
A força é uma grandeza vetorial ou escalar?;Vetorial
Qual a unidade de medida da força no Sistema Internacional de Unidades (SI)?;Newton (N)
Como a força resultante age sobre um objeto?;Determina a aceleração do objeto.
O que acontece quando duas forças de mesma intensidade e direção atuam sobre um objeto?;A força resultante é a soma das duas forças.
O que é força de atrito?;Uma força que se opõe ao movimento relativo entre duas superfícies em contato.
Qual a diferença entre massa e peso?;Massa é a quantidade de matéria em um objeto, enquanto peso é a força gravitacional que atua sobre ele.
O que é força gravitacional?;A força de atração entre dois objetos com massa.
Como a Terceira Lei de Newton se aplica à força?;Para toda ação, existe uma reação igual e oposta.
O que é força elástica?;A força exercida por um objeto deformável quando ele retorna à sua forma original.
