```csv
pergunta;resposta
Harvard University é situada em qual cidade dos Estados Unidos?;Cambridge
Qual foi o ano de fundação da Harvard University?;1636
Quem foi homenageado com o nome da universidade após ser seu primeiro benfeitor?;John Harvard
Em que século a universidade começou a se tornar mais secularizada?;XVIII
Quem transformou a Harvard em uma moderna universidade de pesquisa após a Guerra Civil Americana?;Charles William Eliot
Qual foi o ano da fusão do Radcliffe College com a Universidade de Harvard?;1977
Quantas unidades acadêmicas diferentes compõem a atual organização da Harvard University?;onze
Quem é a primeira mulher reitora da Universidade de Harvard?;Drew Gilpin Faust
Qual é a situação geográfica do campus principal da Universidade de Harvard em relação à cidade de Boston?;aproximadamente 4,8 quilômetros a noroeste de Boston
Quantos bilhões de dólares era o orçamento da Universidade de Harvard em setembro de 2012?;30
```
