pergunta;resposta
De onde descendiam os aristocratas normandos?;Vikings da Escandinávia.
Qual é o significado original da palavra "Norman"?;"Homens do Norte".
Em quais regiões os normandos estabeleceram Estados na Itália?;Sicília e sul da península Itálica.
Quais línguas eram faladas pelos normandos?;Latim, Velho Normando e Velho Nórdico.
Quais religiões eram praticadas pelos normandos?;Christianismo e Paganismo Nórdico.
Qual foi um dos eventos importantes liderados pelos normandos?;A Conquista da Inglaterra.
Em que século os normandos ganharam identidade separada?;Século IX.
Qual é a origem etnica principal dos normandos?;Germânica com influências viking.
Como os normandos influenciaram a cultura medieval?;Através de conquistas militares, administração política e contribuições culturais.
Quais são exemplos de cidades ou construções associadas aos normandos?;Normandia, Tower of London e Bayeux Tapestry.
