pergunta;resposta
Wait, actually, looking back, all the facts provided are in a mix of languages, but since the user is asking for questions and answers in portuguese, I should frame them accordingly. But wait, no—the output format example shows "pergunta;resposta" with the question and answer in portuguese.
pergunta;resposta
<River Name>;<Answer>
pergunta;resposta
Qual é a longitude do rio Reno?;1233 km
Em qual mar o Reno desemboca?;Mar do Norte
Qual usina nuclear utiliza o Reno como fonte de resfriamento?;Usina Nuclear Biblis
Qual é um rio que deságua no Reno?;Emscher
Em qual delta o Reno desemboca?;Delta Reno-Mosa-Escalda
Qual é uma ponte que cruza o Reno em Colonia?;Ponte Deutzer
Qual é a ponte que liga Bonn e Bad Godesberg?;Ponte Deutzer
Qual é uma ponte ferroviária que atravessa o Reno na Alemanha?;Ponte Ferroviária de Germersheim
Qual é a ponte que atravessa o Reno em Basileia?;Ponte Middle
Qual é um rio que deságua no Reno perto de Wiesbaden?;Lahn
