pergunta;resposta
Quem proclamou o embargo do petróleo?;membros da Organização dos Países Exportadores de Petróleo Árabes,
Qual foi outro termo usado para a crise do petróleo?;primeiro choque do,
Em que ano começou a crise do petróleo?;1973,
Quando o preço do petróleo aumentou significativamente?;até março de 1974,
Por que o Canadá, Japão e Estados Unidos foram os primeiros na listas de países alvo?;porque eram vistas como apoiadoras de Israel durante a Guerra do Yom Kippur,
Qual foi o impacto principal da crise do petróleo no mercado mundial?;os preços subiram drasticamente,
Em que ano ocorreu o segundo choque do petróleo?;1979,
Quem negociou para que Israel retirasse suas tropas da península do Sinai?;Henry Kissinger,
O embargo petrolífero durou quantas semanas aproximadamente?;aproximadamente 6 meses,
Em que ano o governo dos EUA se retirou do Acordo de Bretton Woods?;1971
