pergunta;resposta
Quando foi criado o Painel Intergovernamental para Alterações Climáticas (IPCC)?;1988
Qual é a principal função do IPCC?;Sintetizar e divimir conhecimentos sobre mudanças climáticas afetantes no mundo.
Onde está localizada a sede principal do IPCC?;Geneva, na Suíça
Qual é a atividade principal do IPCC?;Reunir e resumir conhecimento científico sobre mudanças climáticas
Quem foi um dos primeiros líderes do IPCC?;Hoesung Lee
Qual tipo de organização é o IPCC?;Agência especializada das Nações Unidas
Quantos relatórios grandes o IPCC produziu até 2014?;Cinco
Quem é conhecido por suas contribuições ao IPCC?;Rajendra K. Pachauri
Qual foi um dos objetivos principais do IPCC em seus relatórios?;Apontar causas, efeitos e riscos do aquecimento global
O IPCC pertence a qual organização maior?;Organização Meteorológica Mundial (OMM)
Quem foi abreviadamente conhecido como o "pai" do IPCC?;Bert Bolin
Qual é a abreviação mais comum do IPCC?;IPCC
