pergunta;resposta
Qual a origem étnica dos normandos?;Viquingues da Escandinávia
Qual o significado da palavra "viquingue" no nórdico antigo?;expedições no mar
Em qual período histórico os normandos desempenharam um papel importante?;parte norte e mediterrânea da Europa Medieval e Oriente Médio
Qual a relação entre os normandos e a Conquista Normanda da Inglaterra?;eles a realizaram
Quais línguas os normandos falavam?;latim, Old Norman e Old Norse
Qual o tipo de construção arquitetônica associada aos normandos?;motte-and-bailey castle
Quais categorias o grupo "Normans" pertence, de acordo com o DBpedia?;EthnicGroup, People, Country
Qual a importância da Tapeçaria de Bayeux para o estudo dos normandos?;retrata a Conquista Normanda da Inglaterra
O que o DBpedia afirma sobre a religião dos normandos?;Cristianismo e Norse paganism
Quais os países que fazem parte do grupo "Historical: Norse"?;França
