<think>
Okay, the user wants me to generate 10 objective questions and answers based on the provided context, which is "Direito_da_União_Europeia" (European Union Law). Let me start by understanding the context. Since I don't have the actual content, I need to make sure the questions are about aspects of EU law.

First, I should consider different areas of EU law. Maybe start with the main principles, like the principle of supremacy of EU law. Then, the Court of Justice of the EU, the European Court of Human Rights, the Lisbon Treaty, the European Stability Mechanism, the European Central Bank, the Schengen Area, the European Court of Justice, the European Parliament, and the European Court of Auditors. These are all key components of EU law.

Next, I need to make sure each question is unique and covers different aspects. For example, one question about the supremacy of EU law, another about the Court of Justice, then the Court of Human Rights, the Lisbon Treaty, the Stability Mechanism, the ECB, the Schengen Area, the European Parliament, the Court of Auditors, and maybe something about the EU's role in international law.

I should check that each answer is correct and directly related to the context. Avoid repeating similar questions. Also, ensure the questions are in Portuguese and the answers are concise. Let me list out possible questions and answers, making sure they are distinct and cover various parts of EU law. Once I have 10, I'll format them into the CSV as specified.
</think>

pergunta;resposta
O princípio fundamental do Direito da União Europeia que estabelece que as normas da União superam as normas nacionais em casos de conflito é?;Supremacia do Direito da União
Qual é a instância judicial competente para interpretar e aplicar as normas da União Europeia?;Courte de Justice de la Union Européenne
Qual organismo da União Europeia é responsável por proteger os direitos humanos e fundamentais dos cidadãos?;Courte Européenne des Droits Humains
Qual tratado modificou a estrutura institucional da União Europeia, permitindo a adesão de novos países e ampliando o poder do Parlamento Europeu?;Tratado de Lisboa
Qual entidade da União Europeia está responsável por garantir a estabilidade financeira e o financiamento de programas de desenvolvimento?;Mecanismo de Estabilidade Europeia
Qual banco central da União Europeia é responsável pela política monetária e pela supervisão dos bancos?;Banco Central Europeu
Qual área geográfica permite a livre circulação de pessoas, bens e serviços entre seus países?;Área Schengen
Qual órgão da União Europeia é o representante mais próximo dos cidadãos e tem o poder de aprovar a maioria das leis?;Parlamento Europeu
Qual instituição da União Europeia é responsável por fiscalizar o orçamento e a gestão financeira da União?;Courte de Contas Europeia
Qual princípio do Direito da União Europeia assegura a igualdade de tratamento entre os cidadãos de países membros?;Princípio da não discriminatória
