pergunta;resposta
Qual é o processo de construção de um edifício ou infraestrutura?;Construção
Em que país é mais comum usar a palavra "reforma" para ampliações ou restaurações?;Brasil
Quais são exemplos de projetos de infraestrutura construídos?;Ponte, túnel ou viaduto
Qual é o significado da palavra "obra" no contexto da construção?;Construção
Que porcentagem do PIB brasileiro é representada pelo setor de construção?;6-9%
Quem geralmente gerencia uma obra de construção?;Arquiteto
Quais são os fatores considerados em grandes projetos de construção?;Requisitos de zoneamento, impacto ambiental, orçamento e logística
Qual é o termo usado para obras menores destinadas a um cliente conhecido?;Obra
Qual empresa mencionada atua na indústria de construção no exemplo dado?;COMSA EMTE
Qual modelo de página wiki é usado pela seção de construção?;Template:Wiktionary
