pergunta;resposta
Qual o nome histórico da pandemia de peste que devastou a Europa durante a Idade Média?;Peste Negra
Qual o principal vetor de transmissão da Peste Negra?;Ratos e pulgas
Qual o impacto da Peste Negra na população europeia no século XIV?;Extinção de aproximadamente 30-60% da população europeia
Qual a principal característica da doença causada pela Peste Negra?;Febre alta, bubões e necrose cutânea
Qual o fator que contribuiu para a rápida disseminação da Peste Negra?;Comércio e rotas de viagens
Qual a teoria predominante sobre a origem da Peste Negra?;Origem em áreas da Ásia Central
Qual o nome do tratado que regulamentou o comércio e as rotas de viagens após a Peste Negra?;Tratado de Verdun
Qual a importância do conhecimento médico da época para o tratamento da Peste Negra?;O conhecimento médico da época era limitado e ineficaz
Qual a relação entre a Peste Negra e as condições de higiene nas cidades medievais?;As condições de higiene precárias contribuíram para a disseminação da doença
Qual o papel da religião na resposta à Peste Negra?;A religião foi vista como uma causa da doença e a Igreja ofereceu conforto e orações
