pergunta;resposta
Onde está localizado o Parlamento Escocês?;Edinburgh, Escócia
Quantos membros possui o Parlamento Escocês?;129
Qual é o tipo de legislativa do Parlamento Escocês?;WikicatUnicameralLegislatures
Quem é o líder do Parlamento Escocês?;First Minister of Scotland
Quando foi a última eleição para o Parlamento Escocês?;2021-05-06
Qual é o nome da imagem representativa do Parlamento Escocês?;Her Majesty Queen Elizabeth II at the opening of the Scottish Parliament.jpg
Qual é a cor de fundo do Parlamento Escocês?;#500791
Onde está localizado o local de reunião do Parlamento Escocês?;Scottish Parliament Building
Qual foi o nome da primeira sessão do Parlamento Escocês?;1st Scottish Parliament
Qual é o papel do Governo Escocês em relação ao Parlamento Escocês?;Responsável por ele
