pergunta;resposta
Qual foi o idioma falado pelos normandos?;Old Norman e Old Norse
Quem foi um dos mais conhecidos conquistadores normandos?;Guilherme, o Conquistador
O que os normandos construíram como estrutura defensiva?;Castelos de motte-and-bailey
Em qual região da Itália os normandos estabeleceram estados?;Sicília e sul da península Itálica
Qual foi um dos papéis importantes que os normandos tiveram na Europa Medieval?;Participação nas Cruzadas
Quem foi uma família notável entre os normandos?;Hauteville family
 Qual foi uma batalha importante em que os normandos participaram?;Batalha de Civitate
Qual construção arquitetônica associada aos normandos é mencionada?;Igrejas com estilo normando
Quem foi um personagem lendário associado aos normandos?;Maid Marian
 Qual aspecto cultural dos normandos é destacado no texto?;Língua e influência na França
