pergunta;resposta
Quem eram os normandos?;Os normandos eram um povo germânico estabelecido no norte da França
De onde descendia a aristocracia normanda?;Em grande parte de viquingues escandinavos
Qual é a origem da palavra "viking"?;Do nórdico antigo "vikingr"
Que papel os normandos desempenharam na história?;Um papel importante político, militar e cultural na Europa Medieval
Qual foi uma das conquistas mais famosas dos normandos?;A Conquista Normanda da Inglaterra
Em que idiomas os normandos falavam?;Old Norse, Old Norman e Latin
Que religiões os normandos seguiram?;Norse paganism e Christianity
Com que povos os normandos estão relacionados?;Norse people, Jersey people, Gallo-Romans e Franks
Quais são alguns dos locais onde os normandos tiveram influência?;Inglaterra, Sicília, sul da península Itálica e Oriente Médio
Qual é um dos legados culturais dos normandos?;A arquitetura em estilo normando
