```csv
pergunta;resposta
Qual o comprimento do rio Reno?;1 233 km
Em qual mar desagua o delta do Reno?;mar do Norte
Quem nasceu no rio Reno?;Margaret Hardenbroeck
Que tipo de lugar é o rio Reno na categoria Geographic?;NaturalPlace
Qual a origem da uva Elbling?;Rhine
Qual modelo de página wiki usa o rio Rhine?;Template:Use American English
Qual cidade usou o rio Rhine em 1907 European Rowing Championships como local do evento?;Rhine
Que tipo de lugar é o rio Rhine na categoria Rivers of Europe?;RiverBodyOfWater
Qual a montanha da foz do Moselle no rio Reno?;Rhine
Qual modelo de página wiki usa o rio Rhine para definir datas?;Template:Use dmy dates
```
