pergunta;resposta
Qual o principal objetivo de uma farmácia?;Dispensar medicamentos e produtos de saúde.
O que é dispensação de medicamentos?;Entrega de medicamentos com orientação profissional.
Qual a importância da orientação farmacêutica?;Garantir o uso correto e seguro dos medicamentos.
Além de medicamentos, o que mais uma farmácia pode oferecer?;Produtos de higiene pessoal, cosméticos e suplementos.
O que é um antibiótico?;Medicamento para combater infecções bacterianas.
Qual a função do farmacêutico na farmácia?;Responsável pela dispensação, orientação e controle de qualidade dos medicamentos.
O que é um genérico?;Medicamento com a mesma composição e eficácia de um medicamento de marca.
Qual a diferença entre um medicamento de referência e um genérico?;O de referência é a versão original, o genérico tem a mesma composição.
O que é a data de validade de um medicamento?;Prazo máximo para o medicamento manter sua eficácia.
O que é a bula de um medicamento?;Documento que contém informações sobre o medicamento, como uso, efeitos colaterais e contraindicações.
