pergunta;resposta
Em que data a British Satellite Broadcasting começou suas transmissões de televisão via satélite?;25 de março de 1990
Qual empresa sucedeu a British Satellite Broadcasting após sua fusão em novembro de 1990?;Sky UK
Que filme foi produzido pela British Satellite Broadcasting e também filmado em seu estúdio?;Hardware (film)
Em que ano a British Satellite Broadcasting foi fundada?;1986
Qual era o nome da sede da British Satellite Broadcasting?;Marco Polo House
Quais canais de TV eram de propriedade da British Satellite Broadcasting?;The Movie Channel, The Power Station e Galaxy (British TV channel) 1
Como é chamado o logotipo representativo da British Satellite Broadcasting em uma versão mais clara e recortada?;Marco Polo House (brighter cropped version).jpg
Qual foi a data exata de fundação da British Satellite Broadcasting?;11 de dezembro de 1986
O que aconteceu com a British Satellite Broadcasting em 1990 no contexto das fusões e aquisições?;Foi sucedida por BSkyB após a fusão com Sky Television plc
Qual era o nome oficial da empresa British Satellite Broadcasting?;British Satellite Broadcasting plc
