pergunta;resposta
1. What is packet switching?; Comutação de pacotes é uma técnica que divide dados em pacetes independentes para transmissão eficiente.
2. List two advantages of packet switching over circuit switching.; Eficiência no uso de banda e escalabilidade.
3. What OSI layer manages data packets' routing?; Camada de rede (layer 3).
4. Name a protocol used in packet switching.; TCP/IP.
5. How does packet switching handle bandwidth?; Permite que múltiplos usuários compartilhem banda dinamicamente.
6. Why is packet switching considered more efficient?; Por otimizar recursos e permitir.addDataWithoutConflict.
7. What is the latency typically lower in?; Packet switching has lower latency compared to circuit switching.
8. How does QoS affect packet switching?; Garante priorização de dados críticos, importante para aplicações sensíveis ao tempo.
9. Which topology is common for packet switching?; Topologia de pacote, comumente usada em LANs e WANs.
10. What layer ensures data packets reach destination?; Camada de rede.
O que é a comutação de pacotes?;A comutação de pacotes é uma técnica de transferência de dados que divide as mensagens em pacetes independentes para transmissão eficiente.
Quais são duas vantagens da comutação de pacotes em relação à comutação circuística?;Eficiência no uso de banda e escalabilidade.
Em qual camada do modelo OSI os pacotes são rotacionados?;Camada de rede (layer 3).
Nomeie um protocolo usado na comutação de pacotes.;TCP/IP.
Como a comutação de pacotes lida com o bandwidth?;Permite que múltiplos usuários compartilhem banda dinamicamente.
Por que a comutação de pacotes é considerada mais eficiente?;Por otimizar recursos e permitir.addDataWithoutConflict.
Em qual tipo de comutação a latência geralmente é menor?;Packet switching tem menor latência em comparação à circuit switching.
Como a qualidade de serviço (QoS) afeta a comutação de pacotes?;Garante priorização de dados críticos, importante para aplicações sensíveis ao tempo.
Qual topologia é comumente usada na comutação de pacotes?;Topologia de pacote, comumente usada em LANs e WANs.
Em qual camada os pacetes são garantidos para chegar à destinação correta?;Camada de rede.
