pergunta;resposta
Qual a capital da Polônia?;Varsóvia
Em que país Varsóvia está localizada?;Polônia
Qual o nome do rio que atravessa Varsóvia?;Vístula
Como se chama o principal palácio histórico de Varsóvia?;Palácio da Cultura e Ciência
Qual evento histórico devastador atingiu Varsóvia durante a Segunda Guerra Mundial?;Levantamento de Varsóvia
Qual a importância do bairro de Praga em Varsóvia?;É um dos mais antigos da cidade
Qual a principal atividade econômica de Varsóvia?;Serviços
Como é chamado o distrito financeiro de Varsóvia?;Srodmie
Qual é a moeda utilizada em Varsóvia?;Zloty polonês
Qual o fuso horário de Varsóvia?;UTC+1
