pergunta;resposta  
O número atômico do oxigênio é?;8.  
A qual grupo da tabela periódica pertence o oxigênio?;calcogênios.  
Qual é a ordem de electronegatividade do oxigênio?;segundo, após o flúor.  
Qual elemento é o terceiro mais abundante no universo?;oxigênio.  
Que porcentagem da atmosfera terrestre é composta por O₂?;20,8%.  
Quantos átomos se unem para formar uma molécula de oxigênio?;dois átomos.  
Qual é o principal uso do oxigênio nos processos biológicos?;respiração.  
Qual é o papel do camada de ozônio (O₃) na atmosfera?;proteção contra radiação ultravioleta.  
Quem descobriu o oxigênio e quando?;Jöns Jacob Berzelius e Joseph Priestley.  
Quais são alguns compostos comuns formados pelo oxigênio?;óxidos.
