pergunta;resposta
Qual é o prédio principal de uma escola?;Bloco administrativo
Quem coordena a equipe pedagógica da escola?;Coordenador pedagógico
Onde são guardados os livros didáticos?;Biblioteca
Qual é o objetivo principal de um Conselho Escolar?;Garantir a participação democrática na gestão da escola
Quais profissionais compõem a equipe multidisciplinar?;Psicólogo, pedagogo e fonoaudiólogo
O que é uma Unidade de Ensino?;Uma unidade organizacional que agrupa turmas
Como se chama o órgão que regula o ensino no Brasil?;Ministério da Educação
Qual diploma é concedido após concluir o ensino médio?;Certificado de conclusão do ensino médio
O que é a Base Nacional Comum Curricular (BNCC)?;Documento que define os referenciais curriculares para todas as escolas
Quais são as etapas da educação básica no Brasil?;Ensino fundamental, ensino médio e educação infantil
