pergunta;resposta
Quando começou a crise do petróleo de 1973?;Outubro de 1973
Qual foi o preço do petróleo em março de 1974?;Quase US $ 12
Quem proclamou o embargo do petróleo?;Membros da Organização dos Países Exportadores de Petróleo Árabes
Qual foi o principal motivo do embargo?;O conflito árabe-israelense da Guerra do Yom Kippur
Em que data Henry Kissinger negociou uma retirada das tropas israelenses da Península do Sinai?;18 de janeiro de 1974
Qual foi o principal impacto da crise na economia americana?;Aumento do preço da gasolina e escassez de combustível
Quais países foram inicialmente alvo do embargo?;Canadá, Japão, Holanda, Reino Unido e Estados Unidos
Quando o embargo foi oficialmente levantado?;Março de 1974
Que tipo de política econômica foi implementada para mitigar os efeitos da crise?;Controle de preços e racionamento
Qual foi o impacto da crise no acordo de Bretton Woods?;O fim do sistema de dólar fixo
