pergunta;resposta
O que é o sistema imunológico?;sistema de estruturas e processos biológicos que protegem o organismo contra doenças.
Quem é considerado o pai da imunologia?;Ilya Ilyich Mechnikov em 1882.
Quais são os mecanismos de defesa evoluídos para reconhecer e neutralizar agentes patogénicos?;fagocitose, peptídeos antimicrobianos designados defensinas e o sistema complemento.
Que tipo de organismo possui um sistema imunitário rudimentar?;organismos unicelulares com enzimas que os protegem de infecções por bacteriófagos.
Qual é a capacidade dos vertebrados mandibulares em relação à imunidade?;a capacidade de ao longo do tempo se adaptarem para reconhecer de forma eficiente agentes patogénicos específicos.
Quais são os mecanismos de defesa evoluídos que estão presentes nos descendentes contemporâneos dos eucariotas?;plantas e insectos com fagocitose, peptídeos antimicrobianos designados defensinas e sistema complemento.
O que acontece quando o organismo cria memória imunológica após uma resposta inicial a um agente específico?;resposta mais eficaz a novos ataques pelo mesmo agente, base da vacinação.
Quais são as consequências dos transtornos do sistema imunológico?;imunodeficiência e autoimunidade.
Qual é o campo médico que se especializa no estudo das doenças do sistema imunológico?;rheumatology.
O que acontece quando o sistema imunológico fica excessivamente ativo?;autoimunidade, onde o sistema imunológico ataca os tecidos normais do corpo.
