pergunta;resposta
Qual é a população de Varsóvia em 2012?;1 716 855 habitantes
Em qual rio está localizada Varsóvia?;Vístula
Quem morreu em Warsaw segundo os registros?;Stanisław Mazur
O que caracteriza a economia de Varsóvia?;Variedade de indústrias como bens de consumo, aço e engenharia elétrica
Qual foi o resultado da Revolta Geral de Varsóvia em 1944?;Maior devastação
Onde está localizado o Monumento a Sigismundo?;No centro histórico de Varsóvia
Qual evento esportivo foi sediado em Warsaw em 2014–15?;Campeonato Polonês de Futebol
Quem morreu em Warsaw no século XX?;Witold Lutosławski
O que é conhecido como "Cidade da Fênix"?;Varsóvia
Qual foi a classificação de Varsóvia em 2012 pela Economist Intelligence Unit?;32ª cidade mais habitável do mundo
