pergunta;resposta
A crise petrolífera de 1973 teve início em qual data?;outubro de 1973
Qual organização liderou o embargo petrolífero em 1973?;Organização dos Países Árabes Exportadores de Petróleo (OPAEP)
Qual foi a razão principal do embargo petrolífero?;suporte a Israel durante a Guerra do Yom Kippur
Quais países foram inicialmente alvo do embargo?;Canadá, Japão, Holanda, Reino Unido e Estados Unidos
Qual foi a variação do preço do petróleo durante a crise?;de US$ 3 por barril para cerca de US$ 12 no mundo inteiro
Qual nome foi dado à crise petrolífera de 1973?;primeiro choque do petróleo
Quais foram os efeitos da crise no mundo?;impactos na política e economia global, tanto curto quanto longo prazo
Qual foi o preço do petróleo nos Estados Unidos durante a crise?;mais alto do que o preço mundial
Quais países se juntaram ao embargo após o início?;Portugal, Rodésia e África do Sul
Qual foi o principal impacto da crise no mundo?;crise energética global, com consequências políticas e econômicas significativas
