```csv
pergunta;resposta
O que é a comutação de pacotes utilizada para otimizar?;largura de banda da rede
Quem é conhecido por Packet switching além de Paul Baran?;Donald Davies
Qual modelo de página wiki o Packet Switching usa?;Template:Blockquote
Que tipo de entidade o Packet Switching é classificado?;Instrumentality103575240
O que a comutação de pacotes pode efetuar sem ligação?;datagrama
Qual imagem representativa está associada ao Packet Switching?;NSFNET-traffic-visualization-1991.jpg
Quem atua na disciplina Packet switching?;Sharla Boehm
O que a comutação de pacotes contrasta com o paradigma rival, a comutação de circuitos, em termos de uso da largura de banda?;minimizar a latência e aumentar a robustez da comunicação
Qual é um exemplo de comutação por circuit virtual?;ATM (comutação de células)
O que Packet Switching usa para garantir entrega ordenada dos pacotes em uma ligação?;caminho virtual fixo
```
