pergunta;resposta
Quando foi criado o IPCC?;1988
Quais agências da ONU estabeleceram o IPCC?;Programa das Nações Unidas para o Meio Ambiente (PNUMA) e Organização Meteorológica Mundial (OMM)
Qual é o foco principal do IPCC?;Aquecimento global
Quantos relatórios principais o IPCC produziu desde 1990?;Cinco
Onde está sediado o IPCC?;Genebra, Suíça
Quem é o atual presidente do IPCC?;Hoesung Lee
De qual nacionalidade é Hoesung Lee?;Coreano
Nomeie um cientista conhecido por seu trabalho no IPCC.;Bert Bolin
Em que ano o IPCC recebeu o Prêmio Nobel da Paz?;2007
Quantos relatórios principais foram produzidos desde 1990?;Cinco
