pergunta;resposta
Qual grandeza é capaz de vencer a inércia de um corpo?;força
Segundo o texto, qual elemento compõe a força, além da magnitude?;direção
O que a força pode causar em um objeto flexível?;deformação
Qual lei está relacionada com o conceito de força?;as três leis de Newton
A segunda lei de Newton é originalmente formulada em termos de qual conceito?;momento linear
Qual conceito está relacionado à divisão ou distribuição da força sobre a área?;pressão
O que é o torque, de acordo com o texto?;força que produz mudanças na velocidade de rotação
O que é tensão mecânica ou estresse mecânico?;força aplicada num corpo fixo
Em um fluido, o estresse mecânico determina mudanças em qual aspecto?;pressão e volume
Qual termo técnico descreve as influências que causam deformação da matéria?;tensão mecânica ou estresse mecânico
