pergunta;resposta
Qual é a cidade da sede da Universidade de Chicago?;Chicago, Illinois
Quantos alunos de graduação existem atualmente na Universidade de Chicago?;5 971
Quais são algumas das escolas profissionais conhecidas da Universidade de Chicago?;Escola de Medicina Pritzker, Escola de Negócios Booth, Faculdade de Direito, Escola de Administração de Serviço Social, Escola Harris de Estudos de Políticas Públicas
Qual prêmio tem uma das mais altas concentrações de ganhadores entre os afiliados da Universidade de Chicago?;Prêmio Nobel
Quantos membros do corpo docente da Universidade de Chicago receberam o prêmio MacArthur "Genius Grant"?;34
Quem é um dos ex-alunos proeminentes da Universidade de Chicago que tem uma biblioteca presidencial na universidade?;Barack Obama
Qual imagem representa a Universidade de Chicago em seu site oficial?;UniversityofChicagoPanoramic.jpg e University of Chicago shield.svg
Quantos ganhadores do Prêmio Pulitzer estão associados à Universidade de Chicago?;24
Quem foi um dos estudiosos que desempenhou papel importante no desenvolvimento da sociologia na Universidade de Chicago?;Ernest Burgess
Qual acreditação possui a Universidade de Chicago?;Higher Learning Commission
