pergunta;resposta
Qual foi o mês e ano em que começou a crise petrolífera de 1973?;outubro de 1973
Qual organização responsável pelos países exportadores de petróleo proclamou o embargo em 1973?;Organização dos Países Árabes Exportadores de Petróleo (OPAEP)
Qual foi a razão principal para o embargo petrolífero de 1973?;os países eram vistos como apoiadores de Israel durante a Guerra do Yom Kippur
Quais eram os países inicialmente alvo do embargo petrolífero de 1973?;Canadá, Japão, Holanda, Reino Unido e Estados Unidos
Em que mês e ano terminou o embargo petrolífero de 1973?;março de 1974
Qual foi o aumento no preço do petróleo durante a crise de 1973?;subiu de US$3 por barril para cerca de US$12
Qual outro nome foi dado para a crise petrolífera de 1973?;"primeiro choque do petróleo"
Quantos países foram inicialmente alvo do embargo petrolífero de 1973?;cinco
Qual foi a crise que ocorreu após a crise petrolífera de 1973?;crise do petróleo de 1979
Quantos países foram alvo do embargo petrolífero de 1973 no total?;oito
pergunta;resposta
Qual foi o mês e ano em que começou a crise petrolífera de 1973?;outubro de 1973
Qual organização responsável pelos países exportadores de petróleo proclamou o embargo em 1973?;Organização dos Países Árabes Exportadores de Petróleo (OPAEP)
Qual foi a razão principal para o embargo petrolífero de 1973?;os países eram vistos como apoiadores de Israel durante a Guerra do Yom Kippur
Quais eram os países inicialmente alvo do embargo petrolífero de 1973?;Canadá, Japão, Holanda, Reino Unido e Estados Unidos
Em que mês e ano terminou o embargo petrolífero de 1973?;março de 1974
Qual foi o aumento no preço do petróleo durante a crise de 1973?;subiu de US$3 por barril para cerca de US$12
Qual outro nome foi dado para a crise petrolífera de 1973?;"primeiro choque do petróleo"
Quantos países foram inicialmente alvo do embargo petrolífero de 1973?;cinco
Qual foi a crise que ocorreu após a crise petrolífera de 1973?;crise do petróleo de 1979
Quantos países foram alvo do embargo petrolífero de 1973 no total?;oito
