pergunta;resposta
1. Qual é o acrônimo do Painel Intergovernamental sobre Mudanças Climáticas?;IPCC
2. Qual é a principal função do IPCC?;Sintetizar e divulgar o conhecimento mais avançado sobre as mudanças climáticas
3. Em que ano foi criado o IPCC?;1988
4. Quais organizações da ONU criaram o IPCC?;Programa das Nações Unidas para o Meio Ambiente (PNUMA) e Organização Meteorológica Mundial (OMM)
5. O IPCC produz pesquisa original?;Não
6. Em que cidade está localizada a sede do IPCC?;Genebra, Suíça
7. Quantos grandes relatórios o IPCC produziu até 2014?;Cinco
8. Em que ano o IPCC ganhou o Prêmio Nobel da Paz?;2007
9. Quem é o atual líder do IPCC?;Hoesung Lee
10. Qual é o nome do primeiro relatório do IPCC?;O primeiro relatório surgiu em 1990 (não é especificado o nome exato no texto)
pergunta;resposta
Qual é o acrônimo do Painel Intergovernamental sobre Mudanças Climáticas?;IPCC
Qual é a principal função do IPCC?;Sintetizar e divulgar o conhecimento mais avançado sobre as mudanças climáticas
Em que ano foi criado o IPCC?;1988
Quais organizações da ONU criaram o IPCC?;Programa das Nações Unidas para o Meio Ambiente (PNUMA) e Organização Meteorológica Mundial (OMM)
O IPCC produz pesquisa original?;Não
Em que cidade está localizada a sede do IPCC?;Genebra, Suíça
Quantos grandes relatórios o IPCC produziu até 2014?;Cinco
Em que ano o IPCC ganhou o Prêmio Nobel da Paz?;2007
Quem é o atual líder do IPCC?;Hoesung Lee
Qual é o nome do primeiro relatório do IPCC?;O primeiro relatório surgiu em 1990
