pergunta;resposta
White blood cell faz parte do sistema Immune system;sim
Basophil faz parte do sistema Immune system;yes
Pancreatic islet macrophage faz parte do sistema Immune system;correcto
Immune system possui hiperônimo System;sim
Lymphocyte faz parte do sistema Immune system;correto
Immune system usa modelo de página wiki Template:Use dmy dates;usar
Monoblast faz parte do sistema Immune system;yes
Immune system possui cabeçalho LC Immune system;verdadeiro
César Milstein é conhecido por Immune system;sim
Immune system usa modelo de página wiki Template:Authority control;usar
