pergunta;resposta
1. Pergunta: Qual é a definição de farmácia segundo o texto?;Resposta: Ciência praticada por graduados em farmácia (farmacêuticos), com objeto de estudo sendo fármacos, drogas e medicamentos, e como os usuários interagem com eles
2. Pergunta: Qual é o objeto de estudo da farmácia?;Resposta: Fármacos, drogas e medicamentos e a forma como os usuários interagem com eles
3. Pergunta: Quem são os profissionais responsáveis pela prática da farmácia?;Resposta: Graduados em farmácia (farmacêuticos)
4. Pergunta: Qual é um exemplo de empresa que atua na indústria farmacêutica?;Resposta: Bartell Drugs
5. Pergunta: Qual modelo de página wiki é usado por "Pharmacy"?;Resposta: Template:Pharmacy
6. Pergunta: Qual é uma disciplina relacionada à farmácia?;Resposta: Medicinal chemistry (química medicinal)
7. Pergunta: Em qual setor a farmácia atua?;Resposta: Health care (cuidados de saúde)
8. Pergunta: Qual é uma imagem representativa da farmácia?;Resposta: 42-aspetti di vita quotidiana, medicine, Taccuino Sanitatis.jpg
9. Pergunta: Qual organização atua na área de farmácia?;Resposta: American Pharmacists Association
10. Pergunta: Quem é um profissional que atua na área de farmácia?;Resposta: Chinedum Peace Babalola
pergunta;resposta
Qual é a definição de farmácia segundo o texto?;Ciência praticada por graduados em farmácia (farmacêuticos), com objeto de estudo sendo fármacos, drogas e medicamentos, e como os usuários interagem com eles
Qual é o objeto de estudo da farmácia?;Fármacos, drogas e medicamentos e a forma como os usuários interagem com eles
Quem são os profissionais responsáveis pela prática da farmácia?;Graduados em farmácia (farmacêuticos)
Qual é um exemplo de empresa que atua na indústria farmacêutica?;Bartell Drugs
Qual modelo de página wiki é usado por "Pharmacy"?;Template:Pharmacy
Qual é uma disciplina relacionada à farmácia?;Medicinal chemistry (química medicinal)
Em qual setor a farmácia atua?;Health care (cuidados de saúde)
Qual é uma imagem representativa da farmácia?;42-aspetti di vita quotidiana, medicine, Taccuino Sanitatis.jpg
Qual organização atua na área de farmácia?;American Pharmacists Association
Quem é um profissional que atua na área de farmácia?;Chinedum Peace Babalola
