pergunta;resposta
O que são ctenóforos?;um filo de animais marinhos
Qual o nome comum mais conhecido para os ctenóforos?;carambolas-do-mar ou águas-vivas-de-pente
Qual a característica distintiva dos ctenóforos?;a presença de pentes formados por cílios
Como os ctenóforos se locomovem?;usando pentes formados por cílios
Qual o tamanho máximo de um ctenóforo adulto?;1,5 m de comprimento
Por que a semelhança entre ctenóforos e medusas é considerada uma convergência evolutiva?;porque representam adaptações semelhantes a ambientes marinhos mas não indicam um relacionamento filogenético próximo
Desde quando os ctenóforos são encontrados no registro fóssil?;desde o Cambriano
Por que os ctenóforos são considerados únicos?;porque são os maiores animais não coloniais conhecidos que se locomovem utilizando cílios
O que significa o nome científico Ctenophora?;do grego κτείς (kteis) 'pente' e φέρω (pherō) 'portador'
Quais são as principais características físicas dos ctenóforos?;morfologia globosa, presença de mesogleia gelatinosa e membranas transparentes
pergunta;resposta
O que são ctenóforos?;um filo de animais marinhos
Qual o nome comum mais conhecido para os ctenóforos?;carambolas-do-mar ou águas-vivas-de-pente
Qual a característica distintiva dos ctenóforos?;a presença de pentes formados por cílios
Como os ctenóforos se locomovem?;usando pentes formados por cílios
Qual o tamanho máximo de um ctenóforo adulto?;1,5 m de comprimento
Por que a semelhança entre ctenóforos e medusas é considerada uma convergência evolutiva?;porque representam adaptações semelhantes a ambientes marinhos mas não indicam um relacionamento filogenético próximo
Desde quando os ctenóforos são encontrados no registro fóssil?;desde o Cambriano
Por que os ctenóforos são considerados únicos?;porque são os maiores animais não coloniais conhecidos que se locomovem utilizando cílios
O que significa o nome científico Ctenophora?;do grego κτείς (kteis) 'pente' e φέρω (pherō) 'portador'
Quais são as principais características físicas dos ctenóforos?;morfologia globosa, presença de mesogleia gelatinosa e membranas transparentes
