pergunta;resposta
Qual é o país de origem do rio Reno?;Alemanha
Em qual cidade o Rio Reno termina?;Amsterdã
Quais países são banhados pelo rio Reno?;Alemanha, Holanda e Bélgica
Quantos quilômetros tem o curso total do rio Reno?;1233 km
Qual é a importância econômica do rio Reno para os países europeus?;Transporte fluvial de mercadorias e turismo
Qual cidade da Alemanha está localizada no encontro entre o Rin Menor e o Reno?;Bonn
Quantos afluentes principais o Rio Reno possui?;Maior que 700 rios menores
Qual é a largura média do rio Reno em Colônia?;450 metros
Qual é uma característica geológica notável ao longo da rota do Reno?;O vale do Reno
Que região conhecida pelas vinhas e castelos medievais faz parte da margem direita do Reno?;Mosela
