pergunta;resposta
   - Maybe too vague; context doesn't specify.
   - Resposta: Atração de presas, defesa contra predadores, comunicação (same as question 4; need to adjust)
Qual é o nome do phylum ao qual pertencem as Ctenophora?;Ctenophora
Qual característica física define os ctenóforos?;Corpo gelatinoso
O que significa a palavra "bioluminescente" em português?;Capaz de emitir luz própria
Para que serve a bioluminescência nas Ctenophora?;Atração de presas, defesa contra predadores, comunicação
Qual é o nome comum dado às Ctenophora?;Medusas deixa-passo ou simplesmente cílios
Como se chama a estrutura que as Ctenophora usam para nadar?;Filas estreitadas de cílios em forma de comb
Qual é um exemplo de uso da bioluminescência nas Ctenophora?;Atração de presas, confusão de predadores, sinalização
As Ctenophora têm ossos ou músculos?;Não, são gelatinosas
Qual a finalidade da bioluminescência nas Ctenophora?;Atração de presas, defesa contra predadores, comunicação
De onde as Ctenophora obtêm sua luz?;Das células específicas que produzem bioluminescência
