pergunta;resposta
Qual medida é frequentemente utilizada para avaliar a desigualdade econômica?;Coeficiente de Gini
Além da desigualdade entre países, onde mais a desigualdade econômica pode ser observada?;Entre diferentes grupos de pessoas dentro de um mesmo país
O que a pesquisa sugere sobre a relação entre desigualdade e crescimento econômico?;Uma maior desigualdade dificulta a duração do crescimento, mas não sua taxa
Qual fenômeno global, segundo o texto, aumentou a desigualdade dentro dos países?;A globalização
O que é medido pela distribuição de riqueza, além da distribuição de renda?;A quantidade de bens que as pessoas possuem
Qual conceito de igualdade se refere a garantir que todos tenham as mesmas oportunidades?;Igualdade de oportunidades
Além de renda e riqueza, qual outro aspecto é importante ao medir a desigualdade econômica?;Consumo
Qual índice leva em consideração a desigualdade ao medir o desenvolvimento humano?;Índice de Desenvolvimento Humano Ajustado pela Desigualdade
O que o texto indica sobre a relação entre desigualdade e crescimento econômico?;A desigualdade pode afetar a duração do crescimento, mas não necessariamente a sua taxa.
Quais são os tipos de medidas econômicas mencionadas no texto?;Riqueza, renda e consumo.
