pergunta;resposta
1. O que caracteriza a comutação de pacotes?;envio de pacotes individualmente por ligações de dados partilhadas
2. Como a comutação de pacotes otimiza o uso da largura de banda?;utiliza multiplexagem temporal estatística
3. Quais são desvantagens da comutação de pacotes?;variação na qualidade de serviço, jitter e atrasos
4. Como a comutação de pacotes com ligação difere da sem ligação?;a comutação com ligação usa um caminho virtual fixo, enquanto a sem ligação encaminha pacotes independentemente
5. Quem é creditado por cunhar o nome moderno de comutação de pacotes?;Donald Davies
6. Qual protocolo é exemplo de comutação de pacotes com ligação?;ATM
7. Qual característica principal da comutação de pacotes sem ligação?;não possui um caminho pré-estabelecido, permitindo roteamento dinâmico
8. Quais são os principais benefícios da comutação de pacotes em comparação à comutação de circuitos?;melhor utilização da largura de banda e maior robustez
9. Qual é a finalidade principal da multiplexagem estatística na comutação de pacotes?;otimizar o uso eficiente da largura de banda compartilhada
10. Qual protocolo é um exemplo clássico de comutação de pacotes sem ligação?;IP
pergunta;resposta
O que caracteriza a comutação de pacotes?;envio de pacotes individualmente por ligações de dados partilhadas
Como a comutação de pacotes otimiza o uso da largura de banda?;utiliza multiplexagem temporal estatística
Quais são desvantagens da comutação de pacotes?;variação na qualidade de serviço, jitter e atrasos
Como a comutação de pacotes com ligação difere da sem ligação?;a comutação com ligação usa um caminho virtual fixo, enquanto a sem ligação encaminha pacotes independentemente
Quem é creditado por cunhar o nome moderno de comutação de pacotes?;Donald Davies
Qual protocolo é exemplo de comutação de pacotes com ligação?;ATM
Qual característica principal da comutação de pacotes sem ligação?;não possui um caminho pré-estabelecido, permitindo roteamento dinâmico
Quais são os principais benefícios da comutação de pacotes em comparação à comutação de circuitos?;melhor utilização da largura de banda e maior robustez
Qual é a finalidade principal da multiplexagem estatística na comutação de pacotes?;otimizar o uso eficiente da largura de banda compartilhada
Qual protocolo é um exemplo clássico de comutação de pacotes sem ligação?;IP
