pergunta;resposta
Que bactéria é responsável pela Peste Negra?;Yersinia pestis.
Em que período histórico ocorreu a Peste Negra na Europa?;14º século.
Qual foi o principal vetor de transmissão da Peste Negra?;Pulgas que viviam nos ratos.
Quantos milhões de pessoas morreram com a Peste Negra?;75 a 200 milhões.
A Peste Negra atingiu primeiro o continente europeu ou asiático?;Asiático.
Qual foi o impacto da Peste Negra na população europeia?;Redução de cerca de 30% a 60%.
Quando a Peste Negra começou a se espalhar pela Europa?;1347.
Em quanto tempo a população da Europa demorou para recuperar o nível anterior?;200 anos.
Qual foi o principal meio de transmissão da Peste Negra?;Contato direto com pulgas infectadas.
Quais eram as formas mais comuns de peste causada pela Yersinia pestis?;Septicêmica, pneumônica e bubônica.
