pergunta;resposta
1. Além de não governamentais e não estatais, qual é outro termo para escolas particulares?;independentes
2. Juntamente com o Canadá e o Reino Unido, que país geralmente não se refere às universidades como escolas particulares?;Austrália
3. Qual região utiliza o termo 'escolas particulares' para se referir a universidades?;América do Norte
4. Qual é o custo anual de algumas escolas preparatórias notáveis na Nova Inglaterra?;$ 45.000
5. Que direito têm as escolas particulares que as escolas públicas não têm?;o de selecionar seus alunos
6. Juntamente com o esporte e a arte, qual é outro tipo de bolsa de talentos?;acadêmicas
7. Qual é outro termo para o ano 12 da educação?;sexto menor)
8. Qual é outro termo usado para o ano 13?;sexto superior)
9. Como são chamadas as escolas particulares que não cobram propinas?;"sem taxa"
10. Em vez de tributação, pelo que as escolas particulares são amplamente financiadas?;mas escolas
