pergunta;resposta
Quais são os dois significados originais da palavra "escola"?;discussão ou conferência, folga ou ócio
Qual é o propósito principal das escolas na maioria dos países?;ensinar alunos sob a direção de professores
Quantos níveis geralmente existem nos sistemas educacionais formais?;são obrigatórios e incluem ensino fundamental e médio
Qual é o nome dado à instituição onde se oferece ensino superior?;faculdade ou universidade
Onde ocorre a "folga ou ócio" em um contexto escolar?;um tempo ocioso com possibilidade de conversas interessantes e educativas
Quais são exemplos de instituições particulares de ensino superior?;MIT School of Architecture and Planning, University of St. La Salle–Integrated School
Em que tipo de escola os alunos progressam através de níveis escolares sucessivos?;em sistemas formais de educação, geralmente obrigatórios
Quais são exemplos de escolas particulares em diferentes países?;Aquinas Academy (Pittsburgh), Seventh-day Adventist College of Education (India)
Em que tipo de instituição se oferece o ensino superior?;faculdades ou universidades
Quais são exemplos de escolas particulares em diferentes regiões?;John F. Kennedy Preparatory High School, International School Suva
