pergunta;resposta
Quem foi o líder dos normandos em suas primeiras conquistas na França?;Rollo
Qual região da França foi conquistada e colonizada pelos normandos?;Normandia
Qual foi o nome dado à conquista da Inglaterra pelos normandos em 1066?;Conquista Norman
Qual documento histórico foi produzido após a Conquista Norman para mapear os recursos do país?;Livro do Censo (Domesday Book)
Qual foi o nome do rei normando que liderou a invasão da Inglaterra em 1066?;William, o Conquistador
Quem foi deposto como rei da Inglaterra após a vitória normanda na Batalha de Hastings?;Haroldo II
De qual cultura original os normandos descendiam?;Vikings
Qual língua foi adotada e preservada pelos normandos após estabelecerem-se na Normandia?;Francês
Quais outras regiões além da Inglaterra tiveram influência significativa dos normandos?;Sicília e Império Romano Sagrado
Qual característica cultural destacou-se nos normandos por combinar elementos vikings e franceses?;Integração cultural e administrativa
