pergunta;resposta
Qual foi o principal objetivo da Comunidade Europeia do Carvão e do Aço?;promover a paz
Qual é uma característica distintiva da União Europeia em relação aos Estados-nação?;cooperação e desenvolvimento humano
De acordo com o Tribunal de Justiça, o que representa a União Europeia?;uma nova ordem jurídica de direito internacional
Qual disciplina acadêmica está associada ao Common Market Law Review?;Direito da União Europeia
Quem é Henry G. Schermers em relação ao Direito da União Europeia?;Uma subdisciplina
Qual é a disciplina acadêmica de John Bell (jurista)?;Direito da União Europeia
Qual tipo de página o Law of the European Union usa?;wikiPageUsesTemplate
O que o Law of the European Union usa como template?;Template:R_from_move
Qual é o foco da União Europeia além da paz?;seus valores e o bem-estar de seus povos
Qual é uma característica central das instituições da União Europeia?;transcendência dos Estados-nação
