pergunta;resposta
1. Quem cunhou o termo "sistema imunitário"?;Ilya Ilyich Mechnikov
2. Em que ano foi cunhado o termo "sistema imunitário"?;1882
3. Qual é o principal papel do sistema imunitário?;proteger o organismo contra doenças
4. Qual é o termo para um sistema imunológico hiperativo que ataca tecidos normais?;autoimunidade
5. O que é a imunidade adquirida?;capacidade do organismo de criar memória imunológica para responder melhor a novos ataques
6. Qual é a base da vacinação?;imunidade adquirida
7. Qual é a condição caracterizada por uma atividade do sistema imunitário inferior ao normal?;imunodeficiência
8. Qual sistema imunológico rudimentar é encontrado em organismos unicelulares?;enzimas que protegem contra bacteriófagos
9. Qual célula faz parte do sistema imunitário e é responsável por defender contra parasitas?;eosinófilo
10. Qual é a área científica que estuda todos os aspectos do sistema imunitário?;imunologia
pergunta;resposta
Quem cunhou o termo "sistema imunitário"?;Ilya Ilyich Mechnikov
Em que ano foi cunhado o termo "sistema imunitário"?;1882
Qual é o principal papel do sistema imunitário?;proteger o organismo contra doenças
Qual é o termo para um sistema imunológico hiperativo que ataca tecidos normais?;autoimunidade
O que é a imunidade adquirida?;capacidade do organismo de criar memória imunológica para responder melhor a novos ataques
Qual é a base da vacinação?;imunidade adquirida
Qual é a condição caracterizada por uma atividade do sistema imunitário inferior ao normal?;imunodeficiência
Qual sistema imunológico rudimentar é encontrado em organismos unicelulares?;enzimas que protegem contra bacteriófagos
Qual célula faz parte do sistema imunitário e é responsável por defender contra parasitas?;eosinófilo
Qual é a área científica que estuda todos os aspectos do sistema imunitário?;imunologia
