pergunta;resposta
O que é o IPCC?;Painel Intergovernamental sobre Mudanças Climáticas
Quando foi criado o IPCC?;1988
Qual é a sede do IPCC?;Geneva, Switzerland
Quem é o líder atual do IPCC?;Hoesung Lee
De quais organizações da ONU o IPCC é parte?;Organização Meteorológica Mundial (OMM) e Programa das Nações Unidas para o Meio Ambiente (PNUMA)
Qual prêmio o IPCC recebeu em 2007?;Prêmio Nobel da Paz
Quem foi Bert Bolin no contexto do IPCC?;primeiro presidente do IPCC
O que faz o IPCC com a pesquisa científica?;reúne e resume o conhecimento produzido por cientistas de alto nível independentes e ligados a organizações e governos.
Quantos grandes relatórios o IPCC já produziu desde sua fundação?;cinco
Qual é a abreviação do IPCC em inglês?;IPCC
