pergunta;resposta  
Quais são os principais componentes do corpo dos ctenóforos?;ctenos (filamentos ciliados)  
Qual é o nome comum dos ctenóforos?;jelatinas de pente  
Como os ctenóforos se movem?;com a ação dos ctenos, que geram correntes de água  
Qual é a principal característica dos ctenóforos em relação à simetria?;simetria radial  
Quais são os principais componentes do sistema nervoso dos ctenóforos?;rede nervosa difusa  
Como os ctenóforos obtêm nutrientes?;capturando partículas orgânicas com ctenos  
Qual é o papel ecológico dos ctenóforos no oceano?;predadores de plâncton  
Quais são os principais grupos de ctenóforos?;ctenóforos com e sem ctenos  
Como os ctenóforos se reproduzem sexualmente?;por meio de gametas liberados na água  
Qual é a característica única de alguns ctenóforos?;bioluminescência
