pergunta;resposta
Quem foi um dos comandantes britânicos na Guerra Franco-Indígena?;George Washington
Qual exército participou da Guerra Franco-Indígena com o uso de rifles longos?;Forças das Treze Colônias Britânicas
Quantas baixas sofreram as forças britânicas e coloniais na Guerra Franco-Indígena, no seu auge em 1758?;42.000 regulares e milícias
Qual foi o forte estratégico capturado pelos ingleses em 1758 durante a Guerra Franco-Indígena?;Louisbourg
Quem liderou as forças francesas que foram derrotadas na Batalha de Quebec em 1759?;Louis-Joseph de Montcalm
Qual regimento britânico participou da Guerra Franco-Indígena, junto com o 35th (Royal Sussex) Regiment of Foot?;58th (Rutlandshire) Regiment of Foot
Quem foi um dos líderes militares que lutaram pela França na Guerra Franco-Indígena?;Pierre de Rigaud, marquis de Vaudreuil-Cavagnial
Qual batalha é considerada parte da campanha do Golfo do São Lourenço em 1758 durante a Guerra Franco-Indígena?;Batalha de Louisbourg
Quais foram os aliados indígenas das forças britânicas na Guerra Franco-Indígena?;Iroqueses
Qual batalha é considerada parte da campanha Fort Loudoun durante a Guerra Franco-Indígena?;Siege of Fort Loudoun
