pergunta;resposta
Qual é a capital da Polônia?;Varsóvia
Em qual rio fica localizada Varsóvia?;Vístula
Quando Varsóvia foi fundada pela primeira vez?;13世纪
(varsóvia foi devastada por qual conflito no século XX?);Segunda Guerra Mundial
Qual é o nome da principal praça de Varsóvia, conhecida como o coração da cidade?;Praça do Mercado
Qual é a língua oficial falada em Varsóvia?;Polonês
Quem foi o arquiteto responsável pela reconstrução de Varsóvia após a Segunda Guerra Mundial?;Diversos arquitetos
Qual é o nome do teatro mais antigo de Varsóvia, ainda em funcionamento?;Teatro Nacional Polonês
Qual é o nome da famosa orquestra sinfônica de Varsóvia?;Orquestra Sinfônica Nacional da Polônia
Quem foi Fryderyk Chopin, ícone cultural de Varsóvia?;Compositor
