pergunta;resposta
Quando começou a crise petrolífera de 1973?;Outubro de 1973
Qual organização impôs o embargo petrolífero?;Organização dos Países Árabes Exportadores de Petróleo (OPAEP)
Quais países foram inicialmente alvos do embargo?;Canadá, Japão, Holanda, Reino Unido e Estados Unidos
Qual foi a mudança no preço do petróleo durante a crise?;Subiu de US$ 3 para cerca de US$ 12 por barril
Qual foi o motivo do embargo?;Apoio ao Israel durante a Guerra do Yom Kippur
Quando terminou o embargo petrolífero?;Março de 1974
Como este evento é posteriormente chamado?;"Primeiro choque do petróleo"
 Houve outro choque do petróleo após 1973?;Sim, em 1979
 Qual foi um efeito econômico importante da crise?;Inflação global
 Quais foram as consequências diretas no suprimento de energia?;Falta de combustível em vários países
