pergunta;resposta
Qual é o ano de fundação da Universidade de Harvard?;1636
Em qual cidade e estado a Universidade de Harvard está localizada?;Cambridge, Massachusetts
Quem é um dos alumnus mais conhecidos da Universidade de Harvard?;Barack Obama
Qual é o nome do complexo principal da Universidade de Harvard?;Harvard Yard
Quantos alunos aproximadamente a Universidade de Harvard tem?;30.000
Qual é o apelido da equipe esportiva da Universidade de Harvard?;Crimson
Qual é o nome do maior sistema de bibliotecas da Universidade de Harvard?;Harvard Library
Qual é o nome da primeira universidade nos Estados Unidos?;Universidade de Harvard
Quais são alguns dos programas acadêmicos mais renomados da Universidade de Harvard?;Direito, Medicina e Administração de Empresas
Em quais áreas a Universidade de Harvard é reconhecida por suas pesquisas?;Biologia molecular, Economia e Ciências Ambientais
