pergunta;resposta
Qual é o número atômico do oxigênio?;8.
A qual grupo da tabela periódica pertence o oxigênio?;calcogênio.
Qual é a posição do oxigênio em termos de abundância no universo?;terceiro, após hidrogênio e hélio.
Qual a porcentagem de oxigênio na atmosfera terrestre?;20,8%.
Quem descobriu o oxigênio e teve sua descoberta publicada primeiro?;Joseph Priestley.
Como o oxigênio é reabastecido na atmosfera?;pela ação fotossintética dos organismos.
Qual é o alótropo do oxigênio que absorve radiação ultravioleta?;ozônio (O3).
Em quais terapias o oxigênio é utilizado?;terapias de oxigênio.
Qual teoria foi desacreditada pelas experiências de Lavoisier com o oxigênio?;teoria do flogisto.
Qual é uma aplicação do oxigênio como propelente?;foguetes.
