pergunta;resposta
O que é chamado um protesto político feito pacificamente contra ordens consideradas injustas?;Desobediência civil
Quem formulou originalmente a ideia da desobediência civil?;Henry David Thoreau
Qual líder usou a desobediência civil com sucesso na independência da Índia?;Mahatma Gandhi
Qual foi a principal contribuição de Thoreau para a desobediência civil?;Sua filosofia sobre resistência não-violenta
Nomeie um exemplo recente de desobediência civil na Montenegro.;Crise de 2015–2016
O que a desobediência civil procura combater?;Leis e governos opressivos
Qual movimento nos EUA usou a desobediência civil para lutar contra a segregação?;Movimento dos Direitos Civis
Qual termo define a recusa pacífica a leis consideradas injustas?;Desobediência civil
Em qual país a crise de 2015–2016 usou desobediência civil?;Montenegro
Qual método de protesto envolve o bloqueio de estradas?;Bloqueio de estradas
