pergunta;resposta
Qual é o comprimento do Reno?;1 233 km
Em qual direção o Reno flui?;sul para norte
Onde o Reno deságua?;Mar do Norte
Em qual país fica a foz do Reno?;Holanda
Qual é um exemplo de ponte que cruza o Reno?;Ponte de Deutz
Quais rios desaguam no Reno?;Emscher
Qual é o nome da subdivisão do Reno na Alemanha?;Colônia
Qual é uma categoria associada ao Reno?;Rios da Alemanha
Qual é uma imagem representativa do Reno?;Rhein bei Balzers - Blick auf Gonzen.jpg
Qual é o tipo de corpo d’água do Reno?;Corpo d’água (RiverBodyOfWater)
