pergunta;resposta
Quais são as células brancas do sangue?;As células brancas do sangue são um componente importante do sistema imunológico.
Qual substância neutraliza os toxinas presentes no organismo?;Os anticorpos neutralizam as toxinas.
Qual o nome do sistema que ajuda a destruir os patógenos?;O complemento auxilia na destruição dos patógenos.
Quais substâncias ajudam na regulação da resposta imune?;As citocinas ajudam na regulação da resposta imune.
O que contêm as vacinas?;As vacinas contêm antígenos para promover a imunidade.
Qual tipo de molécula provoca uma resposta imune?;Os antígenos são moléculas queprovocam uma resposta imune.
Quais estruturas filtram o linf e possuem células do sistema imunológico?;As glândulas linfáticas filtram o linf e possuem células do sistema imunológico.
Qual nome dado às células que engolem os patógenos?;Os fagócitos são as células que engolem os patógenos.
Onde se forma a maioria dos linfocitos T?;A tiroide é onde se forma a maioria dos linfocitos T.
Qual órgão produz as células sanguíneas, incluindo as de defesa?;A medula óssea produz as células sanguíneas, incluindo as de defesa.
