pergunta;resposta
Qual grupo é comumente associado aos piratas que invadiram a Grã-Bretanha em 1066?;Normandos
Os Normandos são descendentes de quais povos misturados?;Vikings e franceses
Que região da França os Normandos se estabeleceram após sair da Escandinávia?;Normandia
Qual evento significativo envolveu os Normandos na Grã-Bretanha em 1066?;A Conquista Normanda ou a Batalha de Hastings
O que é outro nome para os invasores liderados por Guilherme, o Conquistador, durante a Conquista Normanda?;Normandos
Quem foi o líder dos Normandos na conquista da Inglaterra em 1066?;Guilherme, o Conquistador
Qual é o país de origem dos antepassados vikings dos Normandos?;Escandinávia
A qual reino os Normandos se tornaram fortemente associados após sua conquista na Grã-Bretanha?;Inglaterra
Os Normandos são conhecidos por suas habilidades em quais duas áreas principais?;Pirataria e Conquista
De que rei vitorioso da Batalha de Hastings os Normandos tornaram-se governantes?;Guilherme, o Conquistador
