pergunta;resposta
Quando foi estabelecido o Parlamento Escocês?;1999  
Qual ato concedeu poderes legislativos ao Parlamento Escocês?;Lei da Escócia de 1998  
O Parlamento Escocês pode legislar em quais áreas?;em que ele pode fazer leis  
Quem detém os poderes reservados para a Escócia?;Parlamento do Reino Unido  
Quantos membros compõem o Parlamento Escocês?;129  
Onde o Parlamento Escocês está localizado?;Edinburgh, Escócia  
Qual é o nome do prédio onde o Parlamento Escocês se reúne?;Scottish Parliament Building  
Quando ocorreu a última eleição para o Parlamento Escocês?;2021-05-06  
Quem é o atual Presidente do Parlamento Escocês?;Alison Johnstone  
Quais são alguns dos comitês do Parlamento Escocês?;Comitê sobre o Tratamento do Governo Escocês de Queixas de Assédio, Europa e Relações Externas, Saúde e Esporte, Justiça, etc.
