pergunta;resposta
Qual tipo de escola é Assumption High School (Iowa)?;Private school
O que define uma escola como privada?;Financiamento e administração independente do governo
Que tipo de instituição é a Ufuk University?;Private school
Joongdong High School tem qual característica principal?;É um(a) Private school
Qual o nome da escola em New Delhi que aparece na lista como privada?;St. Thomas' School (New Delhi)
Open Door Christian School, localizada em Elyria, Ohio, é do tipo?;Private school
Ave Maria College, situado em Melbourne, Victoria, é classificado como?;Private school
MIT School of Architecture and Planning pertence a que categoria?;Private school
Qual o nome da escola de negócios na Hamline University?;Hamline University School of Business
Qual tipo de escola é a Escuela Nacional de Cine?;Private school
