pergunta;resposta
1. Qual é a principal função de uma farmácia?;Administrar medicamentos e fornecer orientação sobre saúde
2. Quem é o profissional responsável por autorizar a dispensação de medicamentos em uma farmácia?;Farmacêutico
3. O que é um medicamento genérico?;Medicamento que contém o mesmo princípio ativo do medicamento de marca
4. Qual é o nome do documento que autoriza a dispensação de medicamentos controlados?;Receita médica
5. Qual é o órgão responsável por regulamentar e fiscalizar as farmácias no Brasil?;Anvisa
6. O que é um coadjuvante em uma fórmula farmacêutica?;Substância que auxilia na ação do princípio ativo
7. Qual é o nome do sistema que controla a dispensação de medicamentos no Brasil?;Sistema de Vigilância Sanitária
8. O que é uma farmácia hospitalar?;Farmácia que atende exclusivamente um hospital
9. Qual é o termo usado para medicamentos que podem ser comprados sem receita médica?;Medicamentos over-the-counter ou de livre venda
10. Qual é o nome do processo de preparação de medicamentos em farmácia hospitalar?;Farmacoterapia
pergunta;resposta
Qual é a principal função de uma farmácia?;Administrar medicamentos e fornecer orientação sobre saúde
Quem é o profissional responsável por autorizar a dispensação de medicamentos em uma farmácia?;Farmacêutico
O que é um medicamento genérico?;Medicamento que contém o mesmo princípio ativo do medicamento de marca
Qual é o nome do documento que autoriza a dispensação de medicamentos controlados?;Receita médica
Qual é o órgão responsável por regulamentar e fiscalizar as farmácias no Brasil?;Anvisa
O que é um coadjuvante em uma fórmula farmacêutica?;Substância que auxilia na ação do princípio ativo
Qual é o nome do sistema que controla a dispensação de medicamentos no Brasil?;Sistema de Vigilância Sanitária
O que é uma farmácia hospitalar?;Farmácia que atende exclusivamente um hospital
Qual é o termo usado para medicamentos que podem ser comprados sem receita médica?;Medicamentos over-the-counter ou de livre venda
Qual é o nome do processo de preparação de medicamentos em farmácia hospitalar?;Farmacoterapia
