```csv
pergunta;resposta
Qual é o órgão legislativo nacional da Escócia?;Scottish Parliament
Quantos deputados compõem o Scottish Parliament?;129
Como são conhecidos os membros do Scottish Parliament?;MSPs (Members of the Scottish Parliament)
Quais são as duas formas de eleição utilizadas no sistema de representação proporcional mista para o Scottish Parliament?;individualmente por distritos geográficos e proporcionalmente entre regiões
Qual foi a data da última eleição geral para o Scottish Parliament?;5 de Maio de 2016
Quem é o atual tipo de líder do Scottish Parliament conhecido como Presiding Officer?;Alison Johnstone
O que define as competências do Scottish Parliament?;a Lei de Devolução da Escócia de 1998
Qual é a cor de fundo usada pelo Scottish Parliament em seu site e materiais oficiais?;#500791
Quem responde ao First Minister of Scotland no Scottish Parliament?;Scottish Parliament
Onde está localizado o Scottish Parliament?;Holyrood, Edimburgo
```
