pergunta;resposta
Quando começou a Crise Petrolífera de 1973?;outubro de 1973
Qual país foi o principal responsável pelo embargo do petróleo durante a crise de 1973?;Arábia Saudita
O que provocou o aumento nos preços do petróleo na Crise Petrolífera de 1973?;guerra entre Israel e seus vizinhos árabes
Qual era o principal objetivo dos países produtores de petróleo durante a crise de 1973?;pressionar Israel para que aceitasse condições negociáveis com os países árabes
O embargo do petróleo afetou diretamente quais setores econômicos nos países ocidentais?;indústria automobilística e transporte marítimo
Qual foi o resultado direto da escassez de petróleo na economia global?;aumento no preço dos combustíveis
Por que as potências ocidentais se opuseram ao embargo do petróleo?;elas apoiavam Israel em conflitos com países árabes
Qual ação econômica foi adotada pelos Estados Unidos após o início da crise petrolífera de 1973?;redução no consumo de energia através de cotas para combustíveis
Que efeito teve o embargo do petróleo sobre o mercado financeiro internacional?;flutuação nos mercados de ações
Qual foi uma consequência social imediata da crise petrolífera em 1973 nos países ocidentais?;filas longas nas bombas de gasolina
