pergunta;resposta  
O que é o oxigénio?;É um elemento químico de número atómico 8 e símbolo O.  
Qual é a massa atómica do oxigénio?;16 u.  
Quem descobriu o oxigénio?;Joseph Priestley e Carl Wilhelm Scheele, mas Priestley teve prioridade na publicação.  
O que caracteriza a reatividade química do oxigénio?;É um não metal reactivo e um forte agente oxidante.  
Qual é a principal aplicação do oxigénio?;Produção de aço, soldadura, propelente para foguetes e terapias de oxigénio.  
Quanto da atmosfera terrestre é oxigénio?;20,8%.  
O que o oxigénio contribui para a vida?;É fundamental para a respiração celular e está presente em muitos compostos orgânicos.  
Qual é a forma mais comum do oxigénio na natureza?;Dioxigénio (O₂), um gás diatómico incolor e inodoro.  
Qual foi o impacto da descoberta de Lavoisier sobre a teoria do oxigénio?;Desacreditou a teoria do flogisto.  
Como o ozono está relacionado ao oxigénio?;É um allotrópio do oxigénio (O₃) e é importante para proteger da radiação UV.
