pergunta;resposta  
Qual é a sigla do IPCC?;IPCC  
Quando foi criado o IPCC?;1988  
Quais organizações da ONU criaram o IPCC?;Programa das Nações Unidas para o Meio Ambiente (PNUMA) e Organização Meteorológica Mundial (OMM)  
Onde está sediado o IPCC?;Geneva  
Qual é o objetivo principal do IPCC?;Sintetizar e disseminar conhecimento sobre mudanças climáticas  
Quando o IPCC recebeu o Prêmio Nobel da Paz?;2007  
Qual é o primeiro relatório publicado pelo IPCC?;Relatório de 1990  
Quem é o presidente atual do IPCC?;Hoesung Lee  
Qual é a função do líder do IPCC?;Coordenar ações e representar o órgão  
O que o IPCC não faz?;Realizar pesquisas originais, apenas sintetiza estudos existentes
