pergunta;resposta
Qual a principal diferença entre comutação de pacotes e comutação de circuitos?;A comutação de circuitos estabelece uma ligação virtual dedicada, enquanto a comutação de pacotes encaminha pacotes individualmente.
Qual o objetivo da comutação de pacotes em relação à largura de banda da rede?;Otimizar o uso da largura de banda da rede.
Em qual modelo de comutação de pacotes os pacotes seguem um caminho virtual fixo?;Na comutação de pacotes com ligação (circuito virtual).
Quais são algumas tecnologias que utilizam a comutação de pacotes com ligação?;ATM, Frame Relay e X.25.
No modelo de comutação de pacotes sem ligação (datagrama), o que é necessário enviar?;O endereço de origem.
Quem é creditado por cunhar o nome moderno de comutação de pacotes?;Donald Davies.
Quais as desvantagens da comutação de pacotes?;Apresenta maior variação na qualidade de serviço, introduzindo jitter e atrasos.
Qual o benefício da comutação de pacotes sem ligação em relação a falhas na rede?;Oferece flexibilidade e robustez superiores, já que a rede pode reajustar-se mediante a quebra de um link.
Quais os nomes de duas pessoas que desenvolveram o conceito de comutação de pacotes?;Paul Baran e Donald Davies.
O que é a multiplexagem temporal estatística?;É uma técnica utilizada na comutação de pacotes para otimizar o uso dos recursos da rede.
