pergunta;resposta
1. Quem cunhou o termo "sistema imunitário"?;Ilya Ilyich Mechnikov
2. Em que ano foi cunhado o termo "sistema imunitário"?;1882
3. Qual o outro nome pelo qual o sistema imunitário é conhecido?;sistema imunológico
4. Que tipo de agentes o sistema imunitário deve detectar?;agentes patogénicos
5. Qual é o nome do processo de defesa que permite resposta mais eficaz a novos ataques?;imunidade adquirida
6. Qual é a base da vacinação?;imunidade adquirida
7. Qual é a condição quando o sistema imunológico é menos ativo que o normal?;imunodeficiência
8. Qual é a condição quando o sistema imunológico ataca tecido normal?;autoimunidade
9. Qual é o nome da área científica que estuda o sistema imunitário?;imunologia
10. Que tipo de organização celular possui um sistema imunitário rudimentar?;organismos unicelulares
pergunta;resposta
Quem cunhou o termo "sistema imunitário"?;Ilya Ilyich Mechnikov
Em que ano foi cunhado o termo "sistema imunitário"?;1882
Qual o outro nome pelo qual o sistema imunitário é conhecido?;sistema imunológico
Que tipo de agentes o sistema imunitário deve detectar?;agentes patogénicos
Qual é o nome do processo de defesa que permite resposta mais eficaz a novos ataques?;imunidade adquirida
Qual é a base da vacinação?;imunidade adquirida
Qual é a condição quando o sistema imunológico é menos ativo que o normal?;imunodeficiência
Qual é a condição quando o sistema imunológico ataca tecido normal?;autoimunidade
Qual é o nome da área científica que estuda o sistema imunitário?;imunologia
Que tipo de organização celular possui um sistema imunitário rudimentar?;organismos unicelulares
