pergunta;resposta
Alright, so I'm trying to figure out how to create these 10 pairs of questions and answers based on the context provided for Sky_UK. The user wants them in CSV format with each line being "pergunta;resposta". 
pergunta;resposta  
Quais canais são oferecidos pela Sky_UK?;100+ canais  
Qual é uma característica da programação da Sky_UK?;alta definição (HD)  
A Sky_UK inclui canais para crianças?;sim, como Cartoon Network e Nickelodeon  
A Sky_UK exibe filmes?;sim, em diferentes gêneros  
A Sky_UK transmite eventos esportivos ao vivo?;sim, incluindo ligas internacionais  
Qual serviço adicional pode ser contratado pela Sky_UK?;pay-per-view  
A Sky_UK é disponível para espectadores internacionais?;sim, com acesso ao conteúdo do Reino Unido  
A Sky_UK oferece opções de entretenimento variadas?;sim, incluindo filmes e esportes  
Qual é a reputação da Sky_UK em termos de atendimento ao cliente?;excepcional  
A Sky_UK inclui canais de notícias?;sim, como o Sky News
